t_s,command_name,command_index,input_forward,input_backward,input_left,input_right,input_up,input_down,joint_15,joint_16,joint_17,joint_18,joint_19,joint_20,joint_21,joint_22,joint_23,joint_24,joint_25,joint_26,joint_27,joint_28
49.954698,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.042041,0.078341,0.209760,1.488776,-0.102106,0.095718,0.225795,-0.107259,-0.145369,-0.012727,1.325336,-0.125091,-0.405858,0.033915
50.004791,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.042005,0.078341,0.209748,1.488800,-0.102106,0.095730,0.225795,-0.107307,-0.145357,-0.012643,1.325671,-0.124768,-0.412725,0.033939
50.054628,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.042017,0.078341,0.209760,1.488800,-0.102106,0.095766,0.225783,-0.106636,-0.145369,-0.012619,1.326019,-0.124804,-0.437125,0.034299
50.104411,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.041993,0.078341,0.209760,1.488812,-0.102118,0.095778,0.225783,-0.107007,-0.145381,-0.012524,1.325383,-0.124876,-0.455676,0.034539
50.155400,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.041945,0.078341,0.209760,1.488800,-0.102142,0.095730,0.225783,-0.107367,-0.145393,-0.012464,1.325000,-0.124924,-0.471807,0.034598
50.204333,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.041885,0.078341,0.209772,1.488776,-0.102130,0.095670,0.225783,-0.108086,-0.145393,-0.012464,1.325168,-0.124936,-0.483312,0.034610
50.255130,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.041957,0.078341,0.209760,1.488800,-0.102142,0.095730,0.225783,-0.110878,-0.145393,-0.012464,1.325455,-0.124924,-0.485936,0.034598
50.305033,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.041957,0.078317,0.209760,1.488788,-0.102130,0.095718,0.225771,-0.114737,-0.145393,-0.012476,1.325539,-0.124876,-0.485948,0.034539
50.355012,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.041969,0.078341,0.209772,1.488800,-0.102118,0.095730,0.225771,-0.124756,-0.145405,-0.012512,1.325599,-0.124816,-0.486008,0.034539
50.403859,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.041945,0.078341,0.209760,1.488812,-0.102130,0.095742,0.225771,-0.124336,-0.145393,-0.012524,1.325527,-0.124792,-0.486212,0.034371
50.454763,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.041885,0.078365,0.209760,1.488788,-0.102106,0.095706,0.225771,-0.127680,-0.145405,-0.012500,1.325276,-0.124852,-0.490526,0.034035
50.504782,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.041909,0.078341,0.209760,1.488776,-0.102106,0.095694,0.225771,-0.131215,-0.145417,-0.012512,1.325216,-0.124840,-0.492923,0.034059
50.554622,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.041897,0.078329,0.209736,1.488788,-0.102130,0.095706,0.225771,-0.135314,-0.145405,-0.012512,1.325443,-0.124852,-0.494301,0.034155
50.604666,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.041909,0.078353,0.209760,1.488776,-0.102130,0.095670,0.225771,-0.143739,-0.145405,-0.012488,1.326702,-0.124900,-0.501624,0.034311
50.655567,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.041849,0.078341,0.209760,1.488788,-0.102106,0.095682,0.225759,-0.144206,-0.145417,-0.012476,1.326174,-0.124900,-0.508383,0.034347
50.704518,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.041861,0.078353,0.209760,1.488776,-0.102142,0.095682,0.225771,-0.144374,-0.145357,-0.012488,1.326186,-0.124876,-0.508658,0.034335
50.755347,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.041825,0.078341,0.209736,1.488776,-0.102118,0.095670,0.225759,-0.146279,-0.145333,-0.012500,1.325995,-0.124852,-0.511367,0.034347
50.805171,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.041837,0.078365,0.209772,1.488788,-0.102130,0.095670,0.225747,-0.147382,-0.145357,-0.012512,1.325395,-0.124828,-0.512002,0.034335
50.855284,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.041849,0.078401,0.209748,1.488788,-0.102082,0.095670,0.225759,-0.149000,-0.145357,-0.012512,1.325407,-0.124804,-0.512014,0.034323
50.905952,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.041837,0.078401,0.209760,1.488788,-0.102130,0.095682,0.225759,-0.150474,-0.145333,-0.012524,1.325383,-0.124780,-0.512374,0.034323
50.954983,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.041873,0.078425,0.209760,1.488788,-0.102118,0.095694,0.225747,-0.151972,-0.145333,-0.012547,1.325347,-0.124744,-0.512517,0.034311
51.005580,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.041873,0.078425,0.209760,1.488788,-0.102142,0.095706,0.225747,-0.154117,-0.145333,-0.012559,1.325359,-0.124684,-0.512637,0.034311
51.054989,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.041837,0.078413,0.209772,1.488776,-0.102166,0.095694,0.225771,-0.156394,-0.145321,-0.012559,1.325336,-0.124636,-0.512865,0.034323
51.104926,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.041897,0.078401,0.209772,1.488800,-0.102118,0.095694,0.225759,-0.164723,-0.145297,-0.012583,1.325491,-0.124576,-0.512889,0.034299
51.154661,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.041933,0.078425,0.209736,1.488800,-0.102106,0.095706,0.225747,-0.164831,-0.145261,-0.012583,1.325419,-0.124372,-0.512985,0.034311
51.205230,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.041885,0.078425,0.209748,1.488800,-0.102130,0.095706,0.225723,-0.168115,-0.145273,-0.012631,1.325252,-0.124181,-0.513920,0.034287
51.255832,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.041873,0.078425,0.209772,1.488788,-0.102142,0.095682,0.225759,-0.171243,-0.145261,-0.012631,1.325288,-0.124109,-0.514219,0.034299
51.304936,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.041885,0.078425,0.209760,1.488800,-0.102142,0.095718,0.225759,-0.173280,-0.145261,-0.012607,1.325156,-0.124025,-0.514699,0.034287
51.354318,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.041897,0.078473,0.209760,1.488800,-0.102142,0.095694,0.225759,-0.173807,-0.145321,-0.012619,1.325096,-0.123953,-0.517515,0.034287
51.404058,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.041873,0.078509,0.209760,1.488800,-0.102106,0.095718,0.225759,-0.173148,-0.145333,-0.012631,1.325383,-0.124013,-0.532735,0.034383
51.454370,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.041837,0.078485,0.209760,1.488788,-0.102106,0.095646,0.225747,-0.172513,-0.145105,-0.012476,1.325443,-0.124169,-0.554438,0.034826
51.504300,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.041849,0.078557,0.209760,1.488776,-0.102130,0.095694,0.225735,-0.173747,-0.144805,-0.012416,1.324425,-0.124169,-0.558057,0.035126
51.554899,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.041825,0.078593,0.209772,1.488788,-0.102130,0.095670,0.225747,-0.175773,-0.145009,-0.012500,1.324556,-0.124109,-0.558069,0.035102
51.604950,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.041825,0.078760,0.209772,1.488776,-0.102142,0.095682,0.225735,-0.179907,-0.145129,-0.012524,1.324736,-0.124073,-0.558069,0.035078
51.654791,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.041837,0.079168,0.209772,1.488776,-0.102106,0.095682,0.225735,-0.184953,-0.145153,-0.012535,1.324940,-0.124013,-0.558057,0.035054
51.704620,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.041837,0.079407,0.209772,1.488788,-0.102106,0.095682,0.225747,-0.185636,-0.145213,-0.012559,1.324904,-0.124037,-0.558069,0.034898
51.755735,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.041801,0.079491,0.209772,1.488776,-0.102130,0.095658,0.225759,-0.189111,-0.145297,-0.012547,1.324844,-0.124025,-0.558045,0.034814
51.803711,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.041717,0.079539,0.209772,1.488764,-0.102118,0.095646,0.225723,-0.192718,-0.145309,-0.012571,1.324796,-0.124001,-0.558057,0.034826
51.855634,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.041681,0.079587,0.209760,1.488740,-0.102106,0.095646,0.225759,-0.195187,-0.145333,-0.012583,1.324521,-0.123953,-0.558081,0.034754
51.904611,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.041705,0.079695,0.209772,1.488764,-0.102118,0.095646,0.225735,-0.197800,-0.145333,-0.012607,1.324784,-0.123917,-0.558069,0.034682
51.954458,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.041681,0.079695,0.209772,1.488740,-0.102118,0.095646,0.225735,-0.200748,-0.145357,-0.012571,1.324820,-0.123965,-0.558069,0.034275
52.004338,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.041585,0.079695,0.209772,1.488764,-0.102118,0.095634,0.225723,-0.201539,-0.145345,-0.012524,1.324976,-0.124121,-0.558057,0.033676
52.054279,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.041417,0.079695,0.209760,1.488692,-0.102118,0.095634,0.225747,-0.201539,-0.145345,-0.012356,1.325827,-0.124612,-0.557818,0.033772
52.104044,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.041322,0.079959,0.209772,1.488633,-0.102130,0.095622,0.225735,-0.201575,-0.145357,-0.012344,1.326031,-0.124780,-0.555960,0.033736
52.154905,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.041106,0.080630,0.209772,1.488657,-0.102142,0.095598,0.225735,-0.201623,-0.145369,-0.012212,1.326893,-0.125259,-0.553551,0.033664
52.204998,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.040818,0.080965,0.209760,1.488549,-0.102166,0.095610,0.225735,-0.201587,-0.145345,-0.012092,1.328032,-0.127452,-0.550100,0.033700
52.255284,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.040746,0.081277,0.209772,1.488501,-0.102166,0.095598,0.225747,-0.201623,-0.145273,-0.011936,1.328032,-0.129214,-0.534161,0.033688
52.304697,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.040674,0.081565,0.209772,1.488501,-0.102166,0.095598,0.225735,-0.203037,-0.144698,-0.011409,1.327744,-0.129454,-0.496267,0.033772
52.354687,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.040543,0.081565,0.209784,1.488489,-0.102130,0.095586,0.225735,-0.206884,-0.144602,-0.011289,1.327708,-0.129466,-0.430270,0.033903
52.404527,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.040423,0.081708,0.209772,1.488441,-0.102142,0.095574,0.225723,-0.215596,-0.144614,-0.011325,1.327708,-0.129406,-0.328392,0.034011
52.454423,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.040231,0.081744,0.209772,1.488441,-0.102142,0.095562,0.225735,-0.228803,-0.144698,-0.011469,1.327708,-0.129298,-0.201131,0.034071
52.504415,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.040255,0.081960,0.209784,1.488441,-0.102130,0.095574,0.225723,-0.244646,-0.145321,-0.011457,1.327684,-0.129214,-0.069113,0.034131
52.555309,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.040183,0.081984,0.209772,1.488429,-0.102118,0.095562,0.225723,-0.257924,-0.145321,-0.011493,1.327996,-0.128998,0.043671,0.034730
52.605453,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.040027,0.081972,0.209772,1.488381,-0.102142,0.095550,0.225723,-0.263521,-0.145357,-0.011493,1.327732,-0.128747,0.114725,0.034802
52.655263,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039776,0.081960,0.209772,1.488369,-0.102106,0.095550,0.225723,-0.261472,-0.144973,-0.011493,1.328415,-0.128806,0.130005,0.034850
52.705392,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039488,0.081948,0.209784,1.488333,-0.102142,0.095538,0.225711,-0.259698,-0.141953,-0.011481,1.328284,-0.128794,0.129322,0.034874
52.754081,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039332,0.081924,0.209760,1.488357,-0.102106,0.095550,0.225723,-0.259698,-0.139520,-0.011481,1.328787,-0.128854,0.130316,0.034862
52.804034,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039284,0.081924,0.209772,1.488357,-0.102118,0.095538,0.225723,-0.259231,-0.136680,-0.011481,1.329961,-0.128842,0.131239,0.034730
52.854877,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039200,0.081924,0.209772,1.488357,-0.102130,0.095538,0.225723,-0.258272,-0.135098,-0.011469,1.330824,-0.128902,0.133972,0.034694
52.904725,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039105,0.081924,0.209784,1.488369,-0.102130,0.095550,0.225723,-0.259099,-0.134990,-0.011481,1.339201,-0.128890,0.134271,0.034539
52.954842,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039045,0.081924,0.209772,1.488345,-0.102178,0.095550,0.225723,-0.259039,-0.135038,-0.011613,1.351317,-0.128890,0.137699,0.034215
53.004740,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039081,0.081912,0.209760,1.488357,-0.102154,0.095574,0.225723,-0.259039,-0.134954,-0.011565,1.348825,-0.128842,0.163177,0.034227
53.054435,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039081,0.081924,0.209772,1.488369,-0.102118,0.095562,0.225747,-0.258847,-0.134954,-0.011553,1.347818,-0.128854,0.196637,0.034203
53.104481,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039045,0.081924,0.209760,1.488369,-0.102142,0.095586,0.225723,-0.258452,-0.134978,-0.011529,1.348884,-0.128782,0.230025,0.034227
53.154425,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039057,0.081924,0.209760,1.488393,-0.102166,0.095562,0.225723,-0.258380,-0.134954,-0.011541,1.348813,-0.128723,0.264947,0.034227
53.204318,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039045,0.081912,0.209760,1.488357,-0.102142,0.095574,0.225711,-0.258200,-0.134966,-0.011553,1.349076,-0.128747,0.292008,0.034203
53.255649,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039069,0.081924,0.209736,1.488369,-0.102118,0.095598,0.225723,-0.257769,-0.134990,-0.011553,1.348848,-0.128687,0.310883,0.034227
53.305281,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039117,0.081924,0.209760,1.488369,-0.102142,0.095598,0.225723,-0.254880,-0.135122,-0.011553,1.348249,-0.128711,0.311542,0.034239
53.354950,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039152,0.081924,0.209760,1.488393,-0.102130,0.095598,0.225723,-0.253886,-0.135110,-0.011637,1.348309,-0.128663,0.311302,0.034239
53.405890,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039224,0.081924,0.209760,1.488393,-0.102142,0.095610,0.225723,-0.253658,-0.136740,-0.011685,1.348309,-0.128699,0.311266,0.034239
53.454887,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039284,0.081948,0.209760,1.488429,-0.102118,0.095622,0.225723,-0.253646,-0.137627,-0.011709,1.348237,-0.128255,0.309588,0.034335
53.504738,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039296,0.081924,0.209760,1.488441,-0.102118,0.095634,0.225723,-0.252783,-0.136596,-0.011637,1.347878,-0.127105,0.308007,0.034515
53.554716,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039332,0.081936,0.209748,1.488465,-0.102130,0.095634,0.225711,-0.251908,-0.134631,-0.011577,1.347950,-0.127057,0.304052,0.035437
53.604748,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039368,0.081948,0.209760,1.488441,-0.102082,0.095658,0.225723,-0.250878,-0.134583,-0.011565,1.347818,-0.127249,0.284014,0.039572
53.654497,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039356,0.081948,0.209784,1.488441,-0.102130,0.095610,0.225723,-0.249571,-0.136249,-0.011601,1.347566,-0.127260,0.237396,0.067459
53.705653,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039440,0.081972,0.209772,1.488465,-0.102142,0.095646,0.225711,-0.249691,-0.138262,-0.011577,1.346847,-0.127260,0.179967,0.091607
53.754336,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039452,0.081948,0.209760,1.488465,-0.102166,0.095634,0.225699,-0.250159,-0.138322,-0.011589,1.345972,-0.127344,0.131000,0.102669
53.804361,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039452,0.081960,0.209772,1.488465,-0.102142,0.095622,0.225723,-0.250386,-0.138214,-0.011541,1.345733,-0.127272,0.094735,0.106324
53.854190,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039452,0.081960,0.209772,1.488465,-0.102142,0.095622,0.225723,-0.250650,-0.138334,-0.011577,1.345697,-0.127272,0.070024,0.106684
53.904214,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039560,0.082140,0.209760,1.488465,-0.102142,0.095646,0.225723,-0.252184,-0.139532,-0.011613,1.345421,-0.127260,0.053306,0.106696
53.954943,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039584,0.082523,0.209760,1.488465,-0.102130,0.095646,0.225723,-0.252783,-0.142013,-0.011661,1.345313,-0.127296,0.040495,0.106708
54.004884,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039644,0.082619,0.209760,1.488489,-0.102106,0.095706,0.225711,-0.252496,-0.145596,-0.011721,1.343276,-0.127189,0.022758,0.106732
54.053824,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039644,0.082631,0.209760,1.488465,-0.102106,0.095694,0.225711,-0.252496,-0.145752,-0.011757,1.342521,-0.127177,0.000659,0.106720
54.104739,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039668,0.082655,0.209748,1.488501,-0.102142,0.095682,0.225699,-0.252496,-0.146016,-0.011780,1.338530,-0.127153,-0.022446,0.106696
54.154730,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039668,0.082667,0.209760,1.488489,-0.102142,0.095682,0.225687,-0.252460,-0.145992,-0.011769,1.338039,-0.127153,-0.052311,0.106755
54.204655,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039668,0.082655,0.209748,1.488501,-0.102142,0.095682,0.225723,-0.252364,-0.145872,-0.011769,1.335498,-0.127081,-0.076759,0.106720
54.255582,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039668,0.082667,0.209724,1.488513,-0.102118,0.095694,0.225699,-0.252400,-0.145848,-0.011745,1.334060,-0.127093,-0.097084,0.106767
54.304455,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039644,0.082787,0.209736,1.488501,-0.102106,0.095682,0.225723,-0.252424,-0.145896,-0.011709,1.328164,-0.127057,-0.099241,0.106767
54.354347,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039620,0.082955,0.209760,1.488501,-0.102142,0.095658,0.225711,-0.252556,-0.146028,-0.011745,1.327373,-0.127021,-0.109452,0.106743
54.404242,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039632,0.083003,0.209760,1.488513,-0.102106,0.095706,0.225723,-0.253430,-0.145992,-0.011757,1.326510,-0.126997,-0.129058,0.106720
54.455275,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039632,0.083015,0.209736,1.488513,-0.102118,0.095694,0.225723,-0.254389,-0.145944,-0.011757,1.326582,-0.126997,-0.151313,0.106755
54.504126,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039668,0.083027,0.209748,1.488513,-0.102142,0.095778,0.225723,-0.254988,-0.145908,-0.011697,1.325515,-0.126997,-0.168223,0.106767
54.555090,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039632,0.083075,0.209772,1.488501,-0.102189,0.095646,0.225723,-0.255336,-0.146052,-0.011697,1.326007,-0.127021,-0.184833,0.106732
54.604053,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039632,0.083135,0.209772,1.488501,-0.102118,0.095646,0.225711,-0.256606,-0.146100,-0.011685,1.326666,-0.127093,-0.198926,0.106732
54.654840,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039728,0.083278,0.209760,1.488501,-0.102130,0.095730,0.225699,-0.258236,-0.146052,-0.011661,1.325719,-0.127033,-0.210862,0.106815
54.704956,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039680,0.083446,0.209760,1.488501,-0.102166,0.095658,0.225699,-0.259590,-0.146399,-0.011709,1.326019,-0.127045,-0.225112,0.106779
54.754632,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039704,0.083506,0.209772,1.488501,-0.102166,0.095634,0.225723,-0.259554,-0.146627,-0.011745,1.325851,-0.127009,-0.248073,0.106839
54.804695,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039692,0.083518,0.209760,1.488525,-0.102106,0.095610,0.225699,-0.259926,-0.146651,-0.011733,1.326079,-0.127021,-0.271335,0.106923
54.855592,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039704,0.083530,0.209760,1.488537,-0.102106,0.095682,0.225699,-0.259818,-0.146507,-0.011709,1.325971,-0.127045,-0.296789,0.106959
54.904478,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039740,0.083542,0.209772,1.488537,-0.102130,0.095718,0.225699,-0.259914,-0.146435,-0.011745,1.325647,-0.127045,-0.321321,0.107019
54.954451,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039728,0.083554,0.209748,1.488537,-0.102118,0.095670,0.225699,-0.260213,-0.146327,-0.011745,1.325252,-0.127033,-0.341395,0.107043
55.004415,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039668,0.083554,0.209736,1.488537,-0.102118,0.095658,0.225711,-0.260489,-0.146279,-0.011745,1.325347,-0.127057,-0.360270,0.107079
55.054258,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039704,0.083674,0.209736,1.488537,-0.102130,0.095658,0.225699,-0.263066,-0.146232,-0.011745,1.324509,-0.127057,-0.360677,0.107091
55.105120,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039716,0.083758,0.209760,1.488549,-0.102142,0.095670,0.225711,-0.265067,-0.146435,-0.011769,1.324437,-0.127021,-0.360677,0.107091
55.155114,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039752,0.083866,0.209748,1.488537,-0.102142,0.095694,0.225699,-0.267572,-0.146699,-0.011828,1.324700,-0.126973,-0.360665,0.107079
55.203960,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039812,0.083890,0.209748,1.488549,-0.102106,0.095718,0.225699,-0.271946,-0.146663,-0.011804,1.324940,-0.126937,-0.360665,0.107079
55.255224,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039872,0.083902,0.209748,1.488573,-0.102118,0.095718,0.225711,-0.275601,-0.146663,-0.011840,1.324904,-0.126829,-0.360701,0.107079
55.304834,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039872,0.083914,0.209748,1.488549,-0.102106,0.095718,0.225711,-0.279484,-0.146687,-0.011864,1.324868,-0.126745,-0.360725,0.107079
55.355913,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039860,0.083914,0.209748,1.488537,-0.102142,0.095718,0.225711,-0.282384,-0.146783,-0.011888,1.324257,-0.126589,-0.361025,0.107055
55.404662,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039836,0.083997,0.209736,1.488537,-0.102118,0.095706,0.225699,-0.283271,-0.147370,-0.011936,1.325024,-0.126565,-0.369605,0.107067
55.454472,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039848,0.083997,0.209760,1.488537,-0.102142,0.095730,0.225723,-0.280742,-0.147418,-0.011924,1.325863,-0.126577,-0.401100,0.107175
55.505482,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039860,0.084009,0.209748,1.488525,-0.102142,0.095670,0.225699,-0.279472,-0.146687,-0.011780,1.325815,-0.126661,-0.434620,0.107870
55.555232,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039836,0.084009,0.209736,1.488537,-0.102118,0.095742,0.225699,-0.279484,-0.146531,-0.011685,1.326690,-0.126781,-0.458924,0.108409
55.605264,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039848,0.083997,0.209760,1.488537,-0.102130,0.095730,0.225699,-0.279472,-0.146507,-0.011661,1.325983,-0.126817,-0.471663,0.108505
55.655127,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039728,0.084021,0.209760,1.488501,-0.102118,0.095598,0.225687,-0.280898,-0.146627,-0.011649,1.326031,-0.126793,-0.481035,0.108517
55.704973,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039788,0.084129,0.209760,1.488525,-0.102106,0.095670,0.225723,-0.282181,-0.147514,-0.011769,1.325539,-0.126673,-0.489232,0.108517
55.754966,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039860,0.084621,0.209760,1.488501,-0.102106,0.095670,0.225699,-0.283930,-0.148592,-0.011792,1.324964,-0.126649,-0.491845,0.108493
55.803928,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039860,0.084824,0.209748,1.488501,-0.102106,0.095646,0.225699,-0.286507,-0.149839,-0.011840,1.325168,-0.126661,-0.491845,0.108493
55.854817,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039895,0.084884,0.209760,1.488537,-0.102106,0.095694,0.225675,-0.291456,-0.150809,-0.011828,1.325971,-0.126661,-0.491845,0.108505
55.904867,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039907,0.084896,0.209748,1.488537,-0.102106,0.095718,0.225711,-0.301176,-0.150881,-0.011840,1.325911,-0.126613,-0.491845,0.108505
55.954635,up,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.039907,0.084908,0.209760,1.488549,-0.102130,0.095706,0.225723,-0.302638,-0.150809,-0.011876,1.325539,-0.126553,-0.492300,0.108493
