phase,t_s,joint_indices,target_positions,actual_positions
teach,0.200825,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033328 0.086131 -0.026389 1.497753 0.151157 0.074134 0.175569 0.013075 -0.096042 -0.011685 1.541171 -0.163824 0.019103 -0.175197 0.122568 1.005328 1.335418 -1.372940 -1.683845 -0.790019 -1.311871 0.052380 -0.899936 -1.108338 1.386584 1.463474 1.482680 1.603468,0.033340 0.086131 -0.026401 1.497753 0.151169 0.074122 0.175557 0.013075 -0.096042 -0.011673 1.541183 -0.163836 0.019103 -0.175197 0.122568 1.005328 1.335418 -1.372940 -1.683845 -0.790019 -1.311871 0.052380 -0.899936 -1.108338 1.386584 1.463474 1.482680 1.603468
teach,0.213257,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033340 0.086131 -0.026401 1.497753 0.151169 0.074122 0.175557 0.013075 -0.096042 -0.011673 1.541183 -0.163836 0.019103 -0.175197 0.122563 1.005324 1.335418 -1.372939 -1.683848 -0.790021 -1.311875 0.052380 -0.899942 -1.108349 1.386564 1.463457 1.482690 1.603465,0.033340 0.086131 -0.026401 1.497753 0.151193 0.074122 0.175557 0.013099 -0.096042 -0.011685 1.541159 -0.163836 0.019103 -0.175209 0.122563 1.005324 1.335418 -1.372939 -1.683848 -0.790021 -1.311875 0.052380 -0.899942 -1.108349 1.386564 1.463457 1.482690 1.603465
teach,0.222951,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033340 0.086131 -0.026401 1.497753 0.151193 0.074122 0.175557 0.013099 -0.096042 -0.011685 1.541159 -0.163836 0.019103 -0.175209 0.122563 1.005324 1.335418 -1.372939 -1.683848 -0.790021 -1.311875 0.052379 -0.899941 -1.108349 1.386563 1.463454 1.482684 1.603465,0.033340 0.086155 -0.026389 1.497753 0.151181 0.074134 0.175557 0.013087 -0.096054 -0.011661 1.541135 -0.163824 0.019091 -0.175209 0.122563 1.005324 1.335418 -1.372939 -1.683848 -0.790021 -1.311875 0.052379 -0.899941 -1.108349 1.386563 1.463454 1.482684 1.603465
teach,0.233968,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033340 0.086155 -0.026389 1.497753 0.151181 0.074134 0.175557 0.013087 -0.096054 -0.011661 1.541135 -0.163824 0.019091 -0.175209 0.122570 1.005328 1.335418 -1.372936 -1.683846 -0.790024 -1.311871 0.052379 -0.899947 -1.108339 1.386569 1.463462 1.482682 1.603468,0.033328 0.086131 -0.026377 1.497753 0.151157 0.074086 0.175557 0.013123 -0.096066 -0.011673 1.541183 -0.163836 0.019103 -0.175197 0.122570 1.005328 1.335418 -1.372936 -1.683846 -0.790024 -1.311871 0.052379 -0.899947 -1.108339 1.386569 1.463462 1.482682 1.603468
teach,0.241644,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033328 0.086131 -0.026377 1.497753 0.151157 0.074086 0.175557 0.013123 -0.096066 -0.011673 1.541183 -0.163836 0.019103 -0.175197 0.122570 1.005328 1.335418 -1.372936 -1.683846 -0.790024 -1.311871 0.052381 -0.899949 -1.108349 1.386561 1.463455 1.482688 1.603465,0.033328 0.086131 -0.026377 1.497753 0.151157 0.074086 0.175557 0.013123 -0.096066 -0.011673 1.541183 -0.163836 0.019103 -0.175197 0.122570 1.005328 1.335418 -1.372936 -1.683846 -0.790024 -1.311871 0.052381 -0.899949 -1.108349 1.386561 1.463455 1.482688 1.603465
teach,0.253092,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033328 0.086131 -0.026377 1.497753 0.151157 0.074086 0.175557 0.013123 -0.096066 -0.011673 1.541183 -0.163836 0.019103 -0.175197 0.122569 1.005329 1.335428 -1.372943 -1.683848 -0.790025 -1.311871 0.052379 -0.899955 -1.108350 1.386557 1.463460 1.482679 1.603465,0.033316 0.086143 -0.026377 1.497729 0.151121 0.074063 0.175545 0.013123 -0.096042 -0.011673 1.541183 -0.163848 0.019127 -0.175209 0.122569 1.005329 1.335428 -1.372943 -1.683848 -0.790025 -1.311871 0.052379 -0.899955 -1.108350 1.386557 1.463460 1.482679 1.603465
teach,0.263444,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033316 0.086143 -0.026377 1.497729 0.151121 0.074063 0.175545 0.013123 -0.096042 -0.011673 1.541183 -0.163848 0.019127 -0.175209 0.122569 1.005329 1.335428 -1.372943 -1.683848 -0.790025 -1.311871 0.052380 -0.899947 -1.108349 1.386557 1.463460 1.482681 1.603471,0.033316 0.086143 -0.026353 1.497717 0.151109 0.074110 0.175557 0.013123 -0.096042 -0.011673 1.541159 -0.163824 0.019091 -0.175197 0.122569 1.005329 1.335428 -1.372943 -1.683848 -0.790025 -1.311871 0.052380 -0.899947 -1.108349 1.386557 1.463460 1.482681 1.603471
teach,0.272133,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033316 0.086143 -0.026353 1.497717 0.151109 0.074110 0.175557 0.013123 -0.096042 -0.011673 1.541159 -0.163824 0.019091 -0.175197 0.122569 1.005335 1.335417 -1.372939 -1.683849 -0.790032 -1.311875 0.052380 -0.899947 -1.108349 1.386557 1.463460 1.482681 1.603471,0.033328 0.086131 -0.026389 1.497729 0.151121 0.074098 0.175545 0.013135 -0.096030 -0.011661 1.541183 -0.163824 0.019103 -0.175209 0.122569 1.005335 1.335417 -1.372939 -1.683849 -0.790032 -1.311875 0.052380 -0.899947 -1.108349 1.386557 1.463460 1.482681 1.603471
teach,0.282619,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033328 0.086131 -0.026389 1.497729 0.151121 0.074098 0.175545 0.013135 -0.096030 -0.011661 1.541183 -0.163824 0.019103 -0.175209 0.122569 1.005319 1.335417 -1.372939 -1.683848 -0.790027 -1.311880 0.052380 -0.899947 -1.108349 1.386557 1.463460 1.482681 1.603471,0.033340 0.086143 -0.026341 1.497693 0.151097 0.074051 0.175545 0.013183 -0.096042 -0.011673 1.541159 -0.163860 0.019091 -0.175209 0.122569 1.005319 1.335417 -1.372939 -1.683848 -0.790027 -1.311880 0.052380 -0.899947 -1.108349 1.386557 1.463460 1.482681 1.603471
teach,0.295727,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033340 0.086143 -0.026341 1.497693 0.151097 0.074051 0.175545 0.013183 -0.096042 -0.011673 1.541159 -0.163860 0.019091 -0.175209 0.122569 1.005331 1.335423 -1.372933 -1.683847 -0.790024 -1.311875 0.052381 -0.899926 -1.108328 1.386554 1.463452 1.482680 1.603462,0.033328 0.086119 -0.026341 1.497693 0.151097 0.074051 0.175545 0.013183 -0.096066 -0.011673 1.541147 -0.163836 0.019091 -0.175209 0.122569 1.005331 1.335423 -1.372933 -1.683847 -0.790024 -1.311875 0.052381 -0.899926 -1.108328 1.386554 1.463452 1.482680 1.603462
teach,0.301126,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033328 0.086119 -0.026341 1.497693 0.151097 0.074051 0.175545 0.013183 -0.096066 -0.011673 1.541147 -0.163836 0.019091 -0.175209 0.122569 1.005331 1.335423 -1.372933 -1.683847 -0.790024 -1.311875 0.052378 -0.899950 -1.108350 1.386554 1.463452 1.482686 1.603467,0.033316 0.086119 -0.026353 1.497693 0.151121 0.074051 0.175557 0.013171 -0.096054 -0.011661 1.541147 -0.163824 0.019091 -0.175209 0.122569 1.005331 1.335423 -1.372933 -1.683847 -0.790024 -1.311875 0.052378 -0.899950 -1.108350 1.386554 1.463452 1.482686 1.603467
teach,0.310404,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033316 0.086119 -0.026353 1.497693 0.151121 0.074051 0.175557 0.013171 -0.096054 -0.011661 1.541147 -0.163824 0.019091 -0.175209 0.122571 1.005332 1.335417 -1.372936 -1.683849 -0.790032 -1.311875 0.052382 -0.899944 -1.108338 1.386551 1.463460 1.482676 1.603462,0.033328 0.086119 -0.026341 1.497693 0.151097 0.074039 0.175533 0.013219 -0.096042 -0.011661 1.541147 -0.163860 0.019067 -0.175197 0.122571 1.005332 1.335417 -1.372936 -1.683849 -0.790032 -1.311875 0.052382 -0.899944 -1.108338 1.386551 1.463460 1.482676 1.603462
teach,0.320088,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033328 0.086119 -0.026341 1.497693 0.151097 0.074039 0.175533 0.013219 -0.096042 -0.011661 1.541147 -0.163860 0.019067 -0.175197 0.122569 1.005327 1.335420 -1.372938 -1.683849 -0.790024 -1.311871 0.052378 -0.899945 -1.108349 1.386553 1.463457 1.482679 1.603460,0.033328 0.086119 -0.026365 1.497693 0.151097 0.074039 0.175545 0.013219 -0.096030 -0.011673 1.541147 -0.163824 0.019091 -0.175209 0.122569 1.005327 1.335420 -1.372938 -1.683849 -0.790024 -1.311871 0.052378 -0.899945 -1.108349 1.386553 1.463457 1.482679 1.603460
teach,0.345647,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033328 0.086119 -0.026365 1.497693 0.151097 0.074039 0.175545 0.013219 -0.096030 -0.011673 1.541147 -0.163824 0.019091 -0.175209 0.122571 1.005325 1.335417 -1.372936 -1.683845 -0.790026 -1.311879 0.052380 -0.899938 -1.108345 1.386554 1.463454 1.482683 1.603459,0.033328 0.086095 -0.026329 1.497669 0.151073 0.074027 0.175545 0.013231 -0.096042 -0.011685 1.541111 -0.163812 0.019091 -0.175209 0.122571 1.005325 1.335417 -1.372936 -1.683845 -0.790026 -1.311879 0.052380 -0.899938 -1.108345 1.386554 1.463454 1.482683 1.603459
teach,0.359106,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033328 0.086095 -0.026329 1.497669 0.151073 0.074027 0.175545 0.013231 -0.096042 -0.011685 1.541111 -0.163812 0.019091 -0.175209 0.122571 1.005325 1.335417 -1.372936 -1.683845 -0.790026 -1.311879 0.052380 -0.899951 -1.108325 1.386539 1.463460 1.482684 1.603469,0.033340 0.086095 -0.026353 1.497669 0.151073 0.074027 0.175557 0.013219 -0.096066 -0.011673 1.541123 -0.163824 0.019079 -0.175197 0.122571 1.005325 1.335417 -1.372936 -1.683845 -0.790026 -1.311879 0.052380 -0.899951 -1.108325 1.386539 1.463460 1.482684 1.603469
teach,0.362872,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033340 0.086095 -0.026353 1.497669 0.151073 0.074027 0.175557 0.013219 -0.096066 -0.011673 1.541123 -0.163824 0.019079 -0.175197 0.122571 1.005325 1.335417 -1.372936 -1.683845 -0.790026 -1.311879 0.052380 -0.899941 -1.108335 1.386544 1.463460 1.482682 1.603459,0.033340 0.086095 -0.026353 1.497669 0.151073 0.074027 0.175557 0.013219 -0.096066 -0.011673 1.541123 -0.163824 0.019079 -0.175197 0.122571 1.005325 1.335417 -1.372936 -1.683845 -0.790026 -1.311879 0.052380 -0.899941 -1.108335 1.386544 1.463460 1.482682 1.603459
teach,0.364695,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033340 0.086095 -0.026353 1.497669 0.151073 0.074027 0.175557 0.013219 -0.096066 -0.011673 1.541123 -0.163824 0.019079 -0.175197 0.122567 1.005334 1.335420 -1.372929 -1.683847 -0.790025 -1.311875 0.052380 -0.899941 -1.108335 1.386544 1.463460 1.482682 1.603459,0.033340 0.086095 -0.026353 1.497669 0.151073 0.074027 0.175557 0.013219 -0.096066 -0.011673 1.541123 -0.163824 0.019079 -0.175197 0.122567 1.005334 1.335420 -1.372929 -1.683847 -0.790025 -1.311875 0.052380 -0.899941 -1.108335 1.386544 1.463460 1.482682 1.603459
teach,0.370747,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033340 0.086095 -0.026353 1.497669 0.151073 0.074027 0.175557 0.013219 -0.096066 -0.011673 1.541123 -0.163824 0.019079 -0.175197 0.122569 1.005329 1.335417 -1.372936 -1.683847 -0.790019 -1.311875 0.052376 -0.899942 -1.108327 1.386547 1.463452 1.482675 1.603462,0.033340 0.086095 -0.026329 1.497669 0.151097 0.074015 0.175557 0.013219 -0.096054 -0.011673 1.541111 -0.163824 0.019079 -0.175209 0.122569 1.005329 1.335417 -1.372936 -1.683847 -0.790019 -1.311875 0.052376 -0.899942 -1.108327 1.386547 1.463452 1.482675 1.603462
teach,0.381535,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033340 0.086095 -0.026329 1.497669 0.151097 0.074015 0.175557 0.013219 -0.096054 -0.011673 1.541111 -0.163824 0.019079 -0.175209 0.122569 1.005331 1.335420 -1.372933 -1.683848 -0.790021 -1.311875 0.052379 -0.899948 -1.108342 1.386546 1.463460 1.482679 1.603463,0.033328 0.086095 -0.026341 1.497669 0.151097 0.074015 0.175533 0.013231 -0.096042 -0.011661 1.541099 -0.163824 0.019079 -0.175185 0.122569 1.005331 1.335420 -1.372933 -1.683848 -0.790021 -1.311875 0.052379 -0.899948 -1.108342 1.386546 1.463460 1.482679 1.603463
teach,0.390595,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033328 0.086095 -0.026341 1.497669 0.151097 0.074015 0.175533 0.013231 -0.096042 -0.011661 1.541099 -0.163824 0.019079 -0.175185 0.122569 1.005331 1.335420 -1.372938 -1.683847 -0.790024 -1.311871 0.052379 -0.899948 -1.108342 1.386546 1.463460 1.482679 1.603463,0.033328 0.086095 -0.026341 1.497681 0.151085 0.074015 0.175545 0.013231 -0.096042 -0.011697 1.541123 -0.163812 0.019079 -0.175197 0.122569 1.005331 1.335420 -1.372938 -1.683847 -0.790024 -1.311871 0.052379 -0.899948 -1.108342 1.386546 1.463460 1.482679 1.603463
teach,0.405920,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033328 0.086095 -0.026341 1.497681 0.151085 0.074015 0.175545 0.013231 -0.096042 -0.011697 1.541123 -0.163812 0.019079 -0.175197 0.122569 1.005331 1.335420 -1.372938 -1.683847 -0.790024 -1.311871 0.052379 -0.899948 -1.108342 1.386546 1.463460 1.482679 1.603463,0.033304 0.086095 -0.026341 1.497669 0.151073 0.074015 0.175557 0.013219 -0.096042 -0.011685 1.541111 -0.163776 0.019091 -0.175185 0.122569 1.005331 1.335420 -1.372938 -1.683847 -0.790024 -1.311871 0.052379 -0.899948 -1.108342 1.386546 1.463460 1.482679 1.603463
teach,0.410089,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033304 0.086095 -0.026341 1.497669 0.151073 0.074015 0.175557 0.013219 -0.096042 -0.011685 1.541111 -0.163776 0.019091 -0.175185 0.122568 1.005334 1.335420 -1.372940 -1.683845 -0.790021 -1.311875 0.052381 -0.899942 -1.108328 1.386536 1.463446 1.482680 1.603469,0.033316 0.086095 -0.026353 1.497669 0.151097 0.074003 0.175545 0.013243 -0.096030 -0.011673 1.541111 -0.163812 0.019091 -0.175197 0.122568 1.005334 1.335420 -1.372940 -1.683845 -0.790021 -1.311875 0.052381 -0.899942 -1.108328 1.386536 1.463446 1.482680 1.603469
teach,0.420465,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033316 0.086095 -0.026353 1.497669 0.151097 0.074003 0.175545 0.013243 -0.096030 -0.011673 1.541111 -0.163812 0.019091 -0.175197 0.122568 1.005328 1.335420 -1.372936 -1.683845 -0.790019 -1.311871 0.052379 -0.899950 -1.108345 1.386540 1.463460 1.482682 1.603468,0.033340 0.086071 -0.026341 1.497657 0.151097 0.073991 0.175569 0.013243 -0.096042 -0.011673 1.541099 -0.163788 0.019091 -0.175209 0.122568 1.005328 1.335420 -1.372936 -1.683845 -0.790019 -1.311871 0.052379 -0.899950 -1.108345 1.386540 1.463460 1.482682 1.603468
teach,0.430443,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033340 0.086071 -0.026341 1.497657 0.151097 0.073991 0.175569 0.013243 -0.096042 -0.011673 1.541099 -0.163788 0.019091 -0.175209 0.122568 1.005328 1.335420 -1.372936 -1.683845 -0.790019 -1.311871 0.052378 -0.899938 -1.108338 1.386536 1.463448 1.482682 1.603460,0.033328 0.086095 -0.026329 1.497681 0.151097 0.073979 0.175557 0.013231 -0.096054 -0.011697 1.541111 -0.163800 0.019091 -0.175197 0.122568 1.005328 1.335420 -1.372936 -1.683845 -0.790019 -1.311871 0.052378 -0.899938 -1.108338 1.386536 1.463448 1.482682 1.603460
teach,0.442538,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033328 0.086095 -0.026329 1.497681 0.151097 0.073979 0.175557 0.013231 -0.096054 -0.011697 1.541111 -0.163800 0.019091 -0.175197 0.122570 1.005331 1.335428 -1.372936 -1.683849 -0.790025 -1.311875 0.052381 -0.899934 -1.108325 1.386540 1.463438 1.482673 1.603455,0.033340 0.086071 -0.026341 1.497669 0.151097 0.073967 0.175557 0.013231 -0.096030 -0.011685 1.541111 -0.163824 0.019091 -0.175197 0.122570 1.005331 1.335428 -1.372936 -1.683849 -0.790025 -1.311875 0.052381 -0.899934 -1.108325 1.386540 1.463438 1.482673 1.603455
teach,0.452080,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033340 0.086071 -0.026341 1.497669 0.151097 0.073967 0.175557 0.013231 -0.096030 -0.011685 1.541111 -0.163824 0.019091 -0.175197 0.122570 1.005328 1.335423 -1.372940 -1.683845 -0.790015 -1.311875 0.052381 -0.899942 -1.108327 1.386539 1.463443 1.482682 1.603458,0.033352 0.086095 -0.026329 1.497657 0.151109 0.073967 0.175545 0.013231 -0.096054 -0.011709 1.541123 -0.163824 0.019079 -0.175185 0.122570 1.005328 1.335423 -1.372940 -1.683845 -0.790015 -1.311875 0.052381 -0.899942 -1.108327 1.386539 1.463443 1.482682 1.603458
teach,0.473972,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033352 0.086095 -0.026329 1.497657 0.151109 0.073967 0.175545 0.013231 -0.096054 -0.011709 1.541123 -0.163824 0.019079 -0.175185 0.122567 1.005327 1.335417 -1.372936 -1.683849 -0.790024 -1.311875 0.052379 -0.899945 -1.108342 1.386522 1.463452 1.482682 1.603458,0.033352 0.086107 -0.026317 1.497657 0.151085 0.073967 0.175569 0.013231 -0.096066 -0.011673 1.541099 -0.163824 0.019079 -0.175197 0.122567 1.005327 1.335417 -1.372936 -1.683849 -0.790024 -1.311875 0.052379 -0.899945 -1.108342 1.386522 1.463452 1.482682 1.603458
teach,0.479879,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033352 0.086107 -0.026317 1.497657 0.151085 0.073967 0.175569 0.013231 -0.096066 -0.011673 1.541099 -0.163824 0.019079 -0.175197 0.122569 1.005334 1.335423 -1.372937 -1.683847 -0.790024 -1.311872 0.052379 -0.899945 -1.108342 1.386522 1.463452 1.482682 1.603458,0.033352 0.086107 -0.026317 1.497657 0.151085 0.073967 0.175569 0.013231 -0.096066 -0.011673 1.541099 -0.163824 0.019079 -0.175197 0.122569 1.005334 1.335423 -1.372937 -1.683847 -0.790024 -1.311872 0.052379 -0.899945 -1.108342 1.386522 1.463452 1.482682 1.603458
teach,0.482337,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033352 0.086107 -0.026317 1.497657 0.151085 0.073967 0.175569 0.013231 -0.096066 -0.011673 1.541099 -0.163824 0.019079 -0.175197 0.122569 1.005334 1.335423 -1.372937 -1.683847 -0.790024 -1.311872 0.052378 -0.899936 -1.108327 1.386525 1.463441 1.482679 1.603460,0.033328 0.086095 -0.026329 1.497657 0.151085 0.073967 0.175569 0.013243 -0.096054 -0.011673 1.541123 -0.163824 0.019091 -0.175197 0.122569 1.005334 1.335423 -1.372937 -1.683847 -0.790024 -1.311872 0.052378 -0.899936 -1.108327 1.386525 1.463441 1.482679 1.603460
